CUSTOMER_ID,ASSESSMENT_YEAR,PRODUCT_DEMAND,OWNERS_MANAGEMENT,ACCESS_CREDIT,PROFITABILITY,SHORT_TERM_LIQUIDITY,MEDIUM_TERM_LIQUIDITY,GROUP_FLAG,TURNOVER,INDUSTRY,DEFAULT_FLAG
1595163,2008,65,70,70,70,65,70,0,15320249.01,Property and Construction Sectors,0
2888483,2005,57,53,51,45,55,50,0,15327390.57,"Agriculture, Livestock and Fisheries",0
1589264,2003,60,55,60,60,65,60,1,15339565.3,Manufacturing,0
1617176,2004,60,55,60,50,55,50,1,15341316.46,Property and Construction Sectors,0
3414844,2008,49,62,54,52,54,59,1,15347479.92,Property and Construction Sectors,0
191863,2006,57,60,58,53,56,57,1,15348684.1,Other,0
4608110,2008,50,50,50,50,50,50,1,15356490.72,Property and Construction Sectors,1
2406159,2008,55,60,55,60,60,59,0,15363078.04,Property and Construction Sectors,0
2406159,2008,63,62,66,65,67,69,0,15363078.04,Property and Construction Sectors,0
4493784,2007,50,55,50,50,50,50,1,15388735.43,Property and Construction Sectors,1
3700751,2008,44,61,51,41,45,73,1,15390655.65,"Agriculture, Livestock and Fisheries",1
1612957,2008,47,61,51,56,58,41,1,15390655.65,"Agriculture, Livestock and Fisheries",1
1597477,2005,45,53,50,48,45,45,1,15398921.58,Other,1
1597477,2005,45,53,50,48,45,45,1,15398921.58,Other,1
1633337,2004,50,62,50,50,50,45,1,15423459.01,Property and Construction Sectors,0
1590150,2008,54,57,51,39,65,53,1,15425485,Manufacturing,0
1577517,2004,65,60,60,60,55,60,0,15449741.61,Manufacturing,0
1576157,2006,60,60,60,55,60,50,1,15451587.88,Manufacturing,0
1597957,2002,60,70,60,55,55,55,1,15453220.91,Manufacturing,0
1552112,2006,60,60,50,50,50,60,1,15456807.26,Manufacturing,0
200756,2006,55,65,60,60,60,62,1,15456807.26,Manufacturing,0
191689,2004,53,56,52,48,50,50,0,15459417,Extractive Industries ,0
1578045,2006,59,62,60,49,65,53,1,15463624.66,Trade,0
2403918,2000,60,50,50,50,45,45,0,15466030.54,"Agriculture, Livestock and Fisheries",0
3078324,2008,56,60,55,53,54,52,1,15467978.67,Office Machinery and Computer Industries,0
1585518,2004,52,65,43,38,48,50,0,15468880.91,Trade,0
1596769,2008,56,60,60,55,53,53,0,15475216.95,Office Machinery and Computer Industries,0
1584720,2005,59,59,54,51,54,54,1,15475948.16,Trade,0
4355100,2008,50,55,50,45,50,52,1,15482777.69,Trade,0
3071692,2008,65,70,70,60,70,70,0,15493106.58,Trade,0
192044,2008,55,50,50,45,50,45,1,15497465.28,Manufacturing,0
192044,2008,50,50,49,45,48,40,1,15497465.28,Manufacturing,1
4607164,2008,45,55,50,50,52,53,1,15497724,Trade,1
4608145,2008,50,52,45,50,40,52,1,15497724,Trade,1
1581550,2002,65,55,50,60,55,55,0,15498417,Manufacturing,0
1593459,2003,65,60,50,60,60,55,0,15512575.76,Manufacturing,0
4380506,2008,57,58,55,55,50,50,1,15514741.78,"Transport, Storage and Communications Infrastructure",0
1612696,2002,60,60,55,50,50,50,1,15518270.03,"Electricity, Gas and Water ",0
1577659,2006,59,66,50,24,50,55,1,15519888.16,Manufacturing,0
1613996,2003,60,60,45,50,50,50,1,15520183.92,Manufacturing,0
3076713,2003,55,60,60,60,55,45,0,15525981.25,Trade,0
1560115,2002,58,68,63,55,65,60,1,15526272.73,Manufacturing,0
1593765,2006,62,65,65,70,72,65,0,15527659.52,Trade,0
1593765,2006,60,60,55,55,55,58,0,15527659.52,Trade,0
1612550,2003,60,60,65,60,65,50,1,15537664.4,Manufacturing,0
1556860,2004,60,55,55,55,50,55,0,15538592.2,Property and Construction Sectors,0
1584176,2005,55,60,50,45,50,51,0,15566964.22,Manufacturing,0
2398434,2008,35,42,34,41,35,42,1,15592991.25,Property and Construction Sectors,1
4309939,2008,52,52,50,48,51,50,1,15609525.37,Manufacturing,0
1571800,2008,66,67,57,56,60,51,0,15612688.68,Manufacturing,0
1631405,2005,50,58,60,56,57,50,1,15613296.44,Manufacturing,0
1574686,2003,60,70,70,65,68,68,0,15621300.25,Trade,0
1555260,2008,55,65,55,40,50,70,1,15628457.37,Trade,0
2398434,2008,50,50,48,48,49,47,1,15628467.24,Property and Construction Sectors,1
208748,2006,58,60,57,54,56,52,1,15629371.84,Office Machinery and Computer Industries,0
1612632,2005,50,70,50,45,50,60,1,15636414.48,Manufacturing,0
4767235,2008,40,58,55,45,55,65,0,15648094.02,"Agriculture, Livestock and Fisheries",0
4527312,2008,60,62,60,50,55,50,0,15656335.36,Trade,0
1593858,2006,55,52,50,50,50,50,1,15659694.87,Trade,0
2403090,2008,59,56,55,55,56,55,1,15691005.43,Property and Construction Sectors,0
2403090,2008,52,51,51,51,50,52,1,15691005.43,Property and Construction Sectors,0
1627540,2008,70,70,70,70,70,75,1,15691331.86,Hotels and Leisure,0
1610366,2002,60,77,55,60,60,50,1,15696042.25,Manufacturing,0
1595162,2008,55,45,40,50,30,47,1,15701067.26,Manufacturing,0
1582109,2003,55,70,45,50,50,45,1,15704843.74,Manufacturing,0
2397796,2002,60,60,60,50,50,50,1,15713647.8,Trade,0
1612616,2006,60,59,59,58,54,59,0,15728424.45,Property and Construction Sectors,0
1595501,2006,65,65,65,60,65,65,1,15739205.79,Trade,0
2825915,2008,45,50,45,50,30,30,1,15739956.97,Property and Construction Sectors,1
2406061,2008,65,63,57,52,56,48,1,15746265.76,Property and Construction Sectors,0
1572247,2005,65,65,60,60,60,60,1,15747095.02,Property and Construction Sectors,0
1619039,2008,65,60,59,61,63,62,0,15749021.15,Manufacturing,0
1583241,2007,56,60,50,43,53,48,1,15757975.66,Manufacturing,0
4301314,2008,50,55,50,55,50,55,0,15766886.19,Property and Construction Sectors,1
4301314,2008,40,50,45,50,45,50,0,15766886.19,Property and Construction Sectors,1
1587504,2003,70,60,60,60,70,55,1,15768564.17,Office Machinery and Computer Industries,0
4461833,2007,60,50,50,50,50,50,1,15779847.98,Other,0
2410157,2007,60,50,50,50,50,50,1,15779847.98,Other,0
2886779,2006,60,60,50,50,50,45,0,15785091,"Agriculture, Livestock and Fisheries",0
1561228,2004,55,60,60,54,58,65,0,15786039.58,Manufacturing,0
209477,2006,56,55,56,50,56,57,1,15787690.09,Manufacturing,0
1625940,2008,56,51,52,50,52,55,1,15788701.57,Trade,0
196501,2003,55,60,50,50,50,50,0,15805321.11,Trade,0
1599063,2008,50,55,55,50,55,55,0,15820879.53,Manufacturing,1
1553309,2008,60,55,50,52,52,50,1,15821728.87,Manufacturing,0
3364247,2008,63,69,61,24,30,55,0,15824900,Manufacturing,0
1560040,2006,60,62,61,62,68,64,1,15830809.63,Manufacturing,0
1554898,2008,66,68,61,62,63,61,1,15837331.41,Manufacturing,0
1564684,2005,65,55,60,60,60,60,1,15838984.74,Manufacturing,0
1577430,2005,61,55,62,63,60,58,1,15841044.3,Trade,0
1610624,2008,65,75,75,60,70,70,1,15852394.2,Property and Construction Sectors,0
2820545,2007,55,59,55,53,55,55,1,15853642.94,Trade,0
1559038,2007,64,68,65,66,67,64,1,15870314.72,Manufacturing,0
1600114,2004,60,55,55,60,60,55,0,15884352.52,Manufacturing,0
1569580,2002,65,65,60,50,65,60,1,15893782.74,Trade,0
4789743,2008,60,60,60,50,50,55,1,15906009.74,Manufacturing,0
4685818,2008,60,65,60,60,60,60,1,15906009.74,Manufacturing,0
1619436,2008,60,60,55,70,65,65,1,15906009.74,Manufacturing,0
1555948,2006,54,59,52,46,50,60,0,15909381.41,"Agriculture, Livestock and Fisheries",0
1582764,2005,59,50,50,50,52,51,0,15911496.93,Manufacturing,0
1557063,2003,54,77,50,34,54,58,0,15914327.96,Manufacturing,0
196133,2008,49,49,49,49,49,49,0,15926875.44,Trade,1
4296284,2007,54,55,56,55,56,56,1,15929032.2,Manufacturing,0
1607932,2004,60,55,50,55,60,55,1,15931125.94,Extractive Industries ,0
1616734,2003,50,53,50,52,50,52,1,15933804.12,Property and Construction Sectors,0
1612616,2005,62,60,60,59,57,54,0,15942430.93,Property and Construction Sectors,0
1587652,2005,63,59,58,65,60,60,0,15947371.89,Manufacturing,0
2404948,2006,60,55,50,55,50,55,0,15950572.92,Property and Construction Sectors,0
2404948,2006,65,55,50,55,50,55,0,15950572.92,Property and Construction Sectors,0
1561328,2007,61,60,53,64,66,62,0,15957982.4,Manufacturing,0
1596383,2002,59,60,62,60,60,61,1,15970002.94,Manufacturing,0
1552112,2003,55,65,62,56,63,63,1,15971546.15,Manufacturing,0
189579,2003,60,60,70,70,60,65,0,15994642.33,Manufacturing,0
1556430,2003,70,65,60,55,60,60,1,15998953.2,Manufacturing,0
1571791,2006,55,65,50,40,45,45,0,16009893,Trade,0
1564524,2008,50,60,60,55,55,60,1,16029672.64,Property and Construction Sectors,0
1552448,2003,70,75,70,65,70,70,0,16038737,Manufacturing,0
1552448,2003,59,67,65,60,60,60,0,16038737,Manufacturing,0
1560959,2007,65,60,60,50,60,65,0,16044183.88,Manufacturing,0
1605659,2005,55,55,55,55,55,55,0,16060401.6,Other,0
1593266,2008,50,50,45,45,45,47,0,16069143.88,Other,0
1580740,2000,65,60,60,60,60,55,1,16076809.82,Other,0
1577547,2006,63,65,65,63,66,66,1,16077787,Manufacturing,0
1593193,2008,55,60,55,50,52,60,1,16086794.62,Property and Construction Sectors,0
1607940,2008,41,52,49,51,48,51,0,16089152.93,Manufacturing,0
1557535,2004,55,57,49,50,51,45,0,16090523,Manufacturing,0
3368459,2008,53,54,55,52,53,51,1,16093154.01,Office Machinery and Computer Industries,0
4351539,2008,52,50,52,51,52,53,1,16093154.01,Extractive Industries ,0
4570793,2008,60,60,50,55,55,55,1,16098007.04,Office Machinery and Computer Industries,0
4656388,2008,62,60,62,52,62,65,0,16113341.07,"Electricity, Gas and Water ",0
1583737,2008,55,52,50,41,50,52,1,16114661.55,Trade,0
3370172,2008,50,50,50,50,50,50,1,16120180.8,Trade,0
190986,2006,55,60,55,55,60,65,1,16123123.44,Manufacturing,0
1602486,2007,66,69,65,59,69,70,1,16123496.66,Property and Construction Sectors,0
1561673,2004,65,70,60,52,56,58,1,16140488.91,Manufacturing,0
1552212,2007,75,65,70,50,55,55,0,16152802.53,Trade,0
1564182,2008,50,60,60,55,55,50,1,16153237.34,Trade,0
3369021,2008,55,55,60,60,60,65,1,16159268.46,Property and Construction Sectors,0
4305474,2008,60,60,55,60,60,45,1,16159268.46,Property and Construction Sectors,0
2890170,2006,55,57,57,42,62,66,0,16165633,Manufacturing,0
1587866,2005,57,58,52,50,50,50,1,16183692.41,Manufacturing,0
206460,2006,65,60,60,56,60,60,1,16195707.22,Manufacturing,0
206460,2006,65,60,60,58,60,60,1,16195707.22,Manufacturing,0
3364422,2005,65,65,50,50,50,50,0,16198707.28,Manufacturing,0
2833367,2008,55,60,50,50,55,55,1,16217646.86,Manufacturing,0
2831505,2007,58,56,56,57,57,55,1,16264714.55,Property and Construction Sectors,0
1551847,2007,55,70,60,55,50,57,1,16267846.23,Manufacturing,0
1604911,2007,60,55,55,60,55,55,1,16274462.8,Other,0
1552870,2003,60,60,60,65,60,60,0,16281533.26,Trade,0
1611502,2008,58,63,54,58,48,53,1,16288820.79,Trade,0
3987728,2007,66,60,60,57,58,57,0,16289107.93,"Agriculture, Livestock and Fisheries",0
2813687,2008,52,57,50,50,50,50,1,16298798.6,Trade,0
1602895,2003,60,61,58,57,58,60,1,16307220.1,Office Machinery and Computer Industries,0
1564307,2008,60,60,55,60,55,55,1,16311282.65,Office Machinery and Computer Industries,0
3360026,2008,54,63,53,56,65,64,1,16311575.12,"Transport, Storage and Communications Infrastructure",0
1584217,2003,58,60,58,50,55,56,0,16315566.06,Manufacturing,0
1559277,2008,60,75,55,50,55,65,1,16329701.76,Manufacturing,0
3741625,2008,58,56,55,56,52,52,1,16331511.45,Manufacturing,0
1564408,2001,70,55,60,65,55,55,0,16332069.59,Manufacturing,0
209123,2003,65,30,45,55,55,60,1,16335558,Manufacturing,0
1591013,2006,65,60,60,55,57,55,1,16336031.06,Property and Construction Sectors,0
1626785,2004,60,65,55,55,55,55,0,16342339.28,Manufacturing,0
1599959,2002,65,60,55,55,50,50,1,16351953.45,Office Machinery and Computer Industries,0
1554078,2002,66,57,54,52,56,54,1,16351953.45,Other,0
1575339,2004,55,55,55,50,60,55,1,16367308.71,Manufacturing,0
1587820,2004,65,60,65,64,62,50,1,16373514.26,Manufacturing,0
3084520,2005,52,58,50,43,43,43,1,16377559.85,Trade,0
204909,2008,59,60,59,58,60,60,1,16379630.34,Office Machinery and Computer Industries,0
1610991,2008,52,70,50,51,50,50,1,16386243.69,Property and Construction Sectors,0
3069601,2004,60,60,60,60,60,60,1,16393922.75,Other,0
1607142,2007,53,45,45,50,50,50,0,16403995.01,Property and Construction Sectors,0
1596568,2003,62,64,60,56,47,57,1,16408037.99,Extractive Industries ,0
190903,2008,60,70,70,68,75,70,1,16419221.95,Trade,0
1570702,2008,60,70,65,60,70,57,1,16419221.95,Trade,0
1561733,2003,55,50,50,50,50,50,1,16420576.13,Manufacturing,0
1559396,2008,45,50,45,50,50,50,1,16428758.38,Manufacturing,0
2405795,2008,45,60,45,55,55,50,1,16431298.4,Trade,1
1596166,2005,60,50,50,55,55,50,1,16439277.83,Manufacturing,0
3967872,2006,63,62,55,75,78,60,1,16439315.15,Office Machinery and Computer Industries,0
1587650,2008,57,62,61,48,71,58,1,16443507.15,Manufacturing,0
3372868,2006,75,60,60,68,62,65,1,16450471.07,Manufacturing,0
1570353,2006,60,60,55,50,50,69,0,16451024.21,Trade,0
1560590,2008,80,80,80,80,80,80,0,16462645.33,Trade,0
1585768,2008,53,52,52,53,52,53,1,16471135.88,Manufacturing,0
1606348,2008,50,50,50,50,50,50,1,16471136.77,Manufacturing,1
1552309,2003,61,70,62,50,54,70,0,16472301.86,Trade,0
208281,2003,65,65,60,50,55,60,0,16472484.51,Manufacturing,0
1551979,2005,53,52,53,51,55,53,1,16480178.03,Trade,0
1583644,2008,57,59,63,56,72,76,0,16485956.61,Property and Construction Sectors,0
4791516,2008,45,48,45,40,48,45,0,16492784.84,Office Machinery and Computer Industries,0
1587819,2005,58,65,60,55,65,50,1,16500740.25,Manufacturing,0
1562472,2004,65,60,55,55,60,55,0,16503038.88,Office Machinery and Computer Industries,0
197296,2007,60,56,48,40,52,50,0,16503953.82,Manufacturing,0
4549005,2007,60,70,60,50,60,60,1,16522311.3,Manufacturing,0
1608473,2008,53,60,52,57,55,52,1,16523446.81,Office Machinery and Computer Industries,0
1552349,2006,60,65,75,45,47,53,0,16524902.7,Trade,0
3083013,2008,50,59,66,53,73,85,1,16533561.01,Office Machinery and Computer Industries,1
3083013,2008,53,59,55,67,75,84,1,16533561.01,Office Machinery and Computer Industries,0
3383735,2008,48,55,45,67,71,61,1,16533561.01,Property and Construction Sectors,1
4657295,2008,35,50,45,50,50,45,0,16539208.25,Property and Construction Sectors,1
1600680,2008,50,50,51,50,51,50,1,16555940.71,Trade,0
2887692,2008,70,50,45,70,50,50,0,16573682.69,Office Machinery and Computer Industries,0
1563803,2006,70,78,75,82,90,81,0,16576023,Manufacturing,0
1555370,2008,65,62,60,65,65,63,0,16579854.04,Manufacturing,0
3083234,2008,52,50,49,48,45,51,1,16583845.63,Other,0
1593672,2005,55,55,54,51,54,56,1,16587452.98,Manufacturing,0
1608843,2007,58,60,58,58,58,55,1,16591565.25,Property and Construction Sectors,0
3078653,2003,60,70,60,50,60,60,1,16594762.44,Property and Construction Sectors,0
3998968,2008,68,62,59,58,56,61,0,16608837.61,Other,0
1619061,2008,55,52,61,78,79,70,1,16610454.38,Manufacturing,0
2411883,2008,50,75,70,55,70,65,1,16612193.62,"Agriculture, Livestock and Fisheries",0
1594373,2007,61,60,57,52,55,56,1,16612193.62,Manufacturing,0
1605166,2002,50,40,40,40,40,40,0,16614908.11,Other,1
4416386,2006,50,60,50,50,50,50,1,16619256.5,Property and Construction Sectors,0
3377459,2008,60,75,60,60,65,60,1,16666164.3,Property and Construction Sectors,0
4307577,2007,40,50,35,30,25,30,1,16677351.04,Manufacturing,1
198379,2008,60,65,60,55,65,60,1,16679637,Property and Construction Sectors,0
1558914,2004,60,65,55,60,60,60,1,16683026.31,Trade,0
1582764,2008,51,50,50,51,49,49,0,16685140.51,Manufacturing,1
2820545,2008,50,58,55,50,55,60,1,16697186.07,Trade,0
1598334,2000,70,70,70,60,70,50,1,16702236.33,Property and Construction Sectors,0
1598264,2006,55,53,51,53,53,51,0,16705698,Trade,0
1552873,2003,55,50,50,45,45,55,0,16707665,Manufacturing,0
1604273,2008,50,60,55,50,55,52,1,16713992.3,Property and Construction Sectors,0
1621024,2008,60,60,61,61,62,60,1,16720286.91,Property and Construction Sectors,0
1582648,2007,49,49,49,49,49,49,1,16721396.02,Manufacturing,0
1585822,2006,65,59,58,55,58,57,1,16725555.39,Manufacturing,0
4301535,2008,45,45,45,45,45,45,1,16732435.78,Trade,0
2400382,2005,65,55,57,56,58,59,0,16738039.2,Manufacturing,0
1560719,2002,50,40,10,10,10,10,0,16749955.48,Trade,1
1555312,2008,42,40,40,36,38,40,0,16769250.35,Manufacturing,1
1555312,2008,55,55,50,50,50,50,0,16769250.35,Manufacturing,0
1555312,2008,50,55,50,50,45,52,0,16769250.35,Manufacturing,1
3083234,2008,65,68,50,55,65,60,1,16770710.63,Other,0
3083234,2008,52,54,50,50,50,51,1,16770710.63,Other,0
4294747,2008,66,71,64,73,66,71,1,16777088.45,Trade,0
209322,2008,52,50,50,48,50,50,1,16789936,Manufacturing,0
209322,2008,50,50,50,48,50,50,1,16789936,Manufacturing,1
1588062,2003,50,65,70,60,70,65,1,16794826.74,Manufacturing,0
1620644,2005,55,60,60,65,65,65,0,16802506.55,Manufacturing,0
1553623,2008,50,50,45,50,50,50,0,16805308,Manufacturing,0
1601931,2004,63,62,60,58,60,59,1,16808344.99,Trade,0
1599954,2005,65,60,55,50,55,50,0,16813548.01,Manufacturing,0
209268,2008,51,52,52,51,52,51,1,16814284.77,Trade,0
1560126,2005,60,70,73,58,70,60,0,16820185.98,Manufacturing,0
1621644,2007,60,65,55,50,55,55,1,16826201.37,Manufacturing,0
1583220,2004,65,56,65,65,75,60,1,16829247.54,"Electricity, Gas and Water ",0
1560148,2003,55,64,72,60,64,64,1,16836522.95,Manufacturing,0
1558947,2002,60,60,60,55,55,55,1,16844806.65,Property and Construction Sectors,0
205949,2004,70,65,65,60,60,65,0,16851556.77,Other,0
1614260,2007,65,65,55,50,60,43,1,16852289.18,Other,0
1607391,2004,60,60,50,50,50,50,1,16857826.91,Manufacturing,0
1555852,2004,65,75,70,63,62,62,1,16861676.6,Trade,0
4305759,2008,52,60,52,52,52,50,1,16863326.74,Manufacturing,0
1561145,2005,60,58,58,55,60,58,1,16865878.14,Manufacturing,0
1594053,2008,60,55,55,60,60,50,1,16872702.2,Manufacturing,0
3069601,2005,60,60,60,60,60,60,1,16875014.69,Other,0
1557421,2007,60,60,58,58,55,52,1,16884011.85,Trade,0
4381985,2008,45,60,49,49,50,48,1,16884051.3,Trade,1
4380103,2008,50,60,65,60,60,60,1,16884051.3,Manufacturing,1
1591255,2004,61,60,59,57,56,58,1,16885649.19,"Transport, Storage and Communications Infrastructure",0
3360051,2008,60,55,53,52,55,50,0,16893231.31,Trade,0
1557677,2003,90,90,90,90,90,90,0,16907824.49,Manufacturing,0
4829247,2008,50,60,50,50,50,50,1,16924466.63,Property and Construction Sectors,0
1586624,2004,65,65,75,70,60,60,0,16935397.93,Trade,0
1630335,2008,45,45,45,45,45,45,1,16937673.49,Property and Construction Sectors,1
1606486,2008,45,45,45,45,45,45,1,16937673.49,Manufacturing,1
1608592,2006,58,61,51,36,40,58,0,16937972.5,Trade,0
1625357,2003,55,58,50,45,53,53,1,16952565.03,Manufacturing,0
203852,2003,65,60,66,70,66,60,1,16956926,Manufacturing,0
1590403,2005,60,55,60,55,55,55,0,16974668.68,Trade,0
1608473,2007,56,60,55,55,50,50,1,16979329.93,Office Machinery and Computer Industries,0
1619167,2006,55,55,50,50,50,50,1,16982998.86,Manufacturing,0
2410028,2008,55,52,54,54,53,55,1,16993453.26,Manufacturing,0
1582983,2003,70,65,65,60,65,60,0,17000441.92,Manufacturing,0
1559928,2002,70,60,60,69,69,64,1,17033157.85,Manufacturing,0
1624943,2008,45,50,44,45,45,50,1,17039120.92,Trade,1
1579005,2003,63,55,55,50,50,55,1,17045329.04,Property and Construction Sectors,0
1590845,2002,60,55,50,55,55,50,1,17059535.53,Other,0
1554078,2002,71,62,56,53,56,54,1,17059535.53,Other,0
1584848,2004,55,54,52,49,51,51,1,17059679.69,Trade,0
1588413,2007,61,59,62,65,58,57,1,17093729.83,Property and Construction Sectors,0
199250,2004,65,65,55,55,60,60,0,17101602.56,Manufacturing,0
1587313,2006,60,50,55,55,50,52,1,17102779.96,Other,0
2397478,2004,55,50,60,55,60,60,0,17108557,Manufacturing,0
1570462,2008,50,50,50,50,50,50,1,17108699.11,Trade,0
1556459,2005,60,55,55,52,55,57,1,17120112.66,Manufacturing,0
1561733,2003,55,50,50,50,50,50,1,17123863.64,Manufacturing,0
2821831,2006,55,55,50,50,50,50,1,17126230.29,Property and Construction Sectors,0
1559797,2005,60,65,60,60,60,55,0,17132037.81,Manufacturing,0
1622325,2004,55,55,52,50,52,54,1,17139610.15,Manufacturing,0
1593632,2002,55,50,55,55,60,50,1,17147750.65,Office Machinery and Computer Industries,0
1565117,2004,55,52,50,51,52,53,1,17161816.24,"Transport, Storage and Communications Infrastructure",0
3379625,2007,55,65,55,50,50,65,1,17163334,Property and Construction Sectors,0
1576964,2002,70,70,70,65,70,70,0,17168697.44,Trade,0
1565104,2005,60,50,60,60,60,60,1,17183081.11,Manufacturing,0
1570565,2003,65,70,70,65,65,65,0,17187075.01,"Transport, Storage and Communications Infrastructure",0
1559951,2005,60,70,60,50,55,55,1,17203172.17,Manufacturing,0
1557132,2006,60,60,53,53,60,55,1,17212009.82,Manufacturing,0
191761,2006,62,60,60,60,65,60,1,17212009.82,Manufacturing,0
1564018,2005,60,60,60,65,65,60,1,17214403.13,Manufacturing,0
1591640,2005,55,55,60,55,55,55,0,17227702.14,Other,0
202556,2002,65,50,60,60,65,50,1,17232343.49,Manufacturing,0
205123,2008,54,57,56,55,57,57,0,17258154.89,Trade,0
4959658,2008,54,55,55,56,55,53,0,17259121.54,Trade,0
1555605,2005,72,69,74,69,78,78,0,17267683.68,Trade,0
1604000,2003,65,60,65,65,65,60,1,17276237.28,Property and Construction Sectors,0
3365785,2007,65,60,55,60,59,59,0,17278653.13,Trade,0
1553922,2002,60,60,59,50,55,55,1,17287809.15,Trade,0
1593487,2008,55,55,55,57,60,50,1,17298386.86,Other,0
1553922,2004,60,60,61,52,60,59,1,17313083.33,Trade,0
1583151,2008,52,60,55,55,60,52,1,17314090.04,Property and Construction Sectors,0
4767060,2008,75,75,65,65,65,75,1,17323283.34,Trade,0
3363196,2008,53,55,54,54,53,45,1,17324751.29,Extractive Industries ,0
4658648,2008,60,60,60,60,61,60,0,17333465.08,Manufacturing,0
1555338,2008,60,55,60,60,62,60,0,17337214.3,Manufacturing,0
4436366,2008,76,78,70,48,57,72,1,17356157.47,Office Machinery and Computer Industries,0
1558918,2006,59,60,55,55,55,60,0,17378127.2,Manufacturing,0
4570085,2008,10,45,10,10,20,20,1,17384263.53,Property and Construction Sectors,1
204774,2005,63,61,58,57,59,59,1,17414452.42,Trade,0
4897953,2008,40,40,40,40,40,40,0,17425707.91,"Electricity, Gas and Water ",0
1555055,2003,65,70,70,60,70,65,0,17427711.41,Trade,0
3360737,2007,61,64,65,49,50,54,1,17435127.58,Manufacturing,0
1594197,2005,65,60,55,55,55,50,1,17436331.52,Trade,0
1588106,2008,50,45,50,45,45,45,1,17442040.26,Trade,0
4569437,2008,50,59,56,50,52,53,1,17446847.56,Office Machinery and Computer Industries,1
3457252,2008,60,59,58,56,60,58,1,17446847.56,Trade,0
1585640,2005,59,57,59,58,57,56,0,17447619.38,Manufacturing,0
3068335,2008,45,55,45,43,40,60,1,17448682.56,Manufacturing,0
1587091,2005,10,10,10,10,10,10,0,17452562.54,Trade,1
1576964,2003,70,70,70,65,70,70,0,17472120.54,Trade,0
1591875,2003,65,60,70,70,75,60,0,17477109.3,Trade,0
1592046,2004,60,60,50,50,50,55,1,17488241.16,Trade,0
1581334,2005,58,52,50,50,50,52,0,17489891.59,Trade,0
205047,2001,50,50,50,50,50,50,0,17503401.72,Trade,1
1597204,2000,60,60,55,55,50,50,0,17513564.29,Other,0
1589852,2005,60,63,60,58,60,70,1,17523943.55,Manufacturing,0
1608592,2008,55,42,50,38,55,40,0,17524772.1,Trade,0
1619546,2003,65,60,60,60,60,60,0,17525000.31,Property and Construction Sectors,0
1619546,2003,60,60,60,60,60,60,0,17525000.31,Property and Construction Sectors,0
1568712,2006,55,58,50,52,56,45,1,17525304.34,Property and Construction Sectors,0
1587058,2001,50,50,50,50,50,50,0,17547161.29,Manufacturing,0
203441,2008,55,54,55,54,54,54,0,17551032.37,Manufacturing,0
1575309,2004,62,54,50,49,50,55,0,17555193.18,Office Machinery and Computer Industries,0
1595698,2007,55,58,55,51,53,58,1,17556411.67,Manufacturing,0
1636703,2007,54,55,50,45,50,50,1,17556411.67,"Transport, Storage and Communications Infrastructure",0
1597169,2008,57,60,57,39,60,50,1,17560457.03,"Transport, Storage and Communications Infrastructure",0
190504,2006,70,62,58,67,65,66,1,17560500.3,Property and Construction Sectors,0
1579175,2005,55,56,54,52,55,53,1,17562507.11,Manufacturing,0
1604092,2005,56,55,55,50,52,57,1,17597111.99,Trade,0
1581902,2006,58,54,51,50,51,51,1,17602987.94,Manufacturing,0
1577309,2008,55,55,55,55,55,55,1,17608572.93,"Agriculture, Livestock and Fisheries",0
1590435,2005,55,65,55,60,55,55,1,17611674.58,Trade,0
1555307,2007,65,75,70,60,60,65,1,17612454.68,Trade,0
3385848,2008,60,60,60,60,60,60,1,17612521.89,"Electricity, Gas and Water ",0
1555580,2008,51,60,54,40,68,62,0,17617710.8,Manufacturing,0
1626981,2008,45,60,65,50,50,55,0,17618349.77,Trade,0
1552312,2002,50,70,55,55,70,55,1,17625610.21,Trade,0
1553276,2007,63,68,70,68,68,70,0,17627698.39,Manufacturing,0
1594440,2005,65,60,60,60,60,60,0,17639296,Manufacturing,0
1552604,2007,60,57,55,56,57,55,1,17640253.16,Property and Construction Sectors,0
1590524,2008,52,62,62,56,65,60,1,17640846.04,Trade,0
1552068,2001,70,70,70,70,70,70,0,17642952.46,Manufacturing,0
1587080,2004,65,70,65,65,65,65,0,17648241.91,Trade,0
2416991,2004,65,70,65,65,65,70,1,17648241.91,"Transport, Storage and Communications Infrastructure",0
2828922,2005,55,55,50,50,52,52,1,17649447.37,Trade,0
3361361,2006,59,60,61,60,61,62,1,17650233.53,Trade,0
1586759,2005,50,60,45,40,40,40,1,17651779.46,Other,0
1590410,2007,60,50,55,45,45,45,0,17665482.14,Trade,0
2819997,2008,54,55,58,56,57,55,1,17666042.96,"Electricity, Gas and Water ",0
4829044,2008,55,68,60,55,55,55,1,17670284.71,Manufacturing,0
2819632,2001,55,65,55,55,50,50,1,17682575.37,"Agriculture, Livestock and Fisheries",0
1559407,2004,68,70,70,55,70,60,0,17698447.96,Trade,0
3078373,2005,55,65,60,55,60,60,0,17709718,"Agriculture, Livestock and Fisheries",0
3378406,2006,60,60,58,50,50,50,1,17721852.56,Trade,0
1621117,2008,61,60,60,54,53,53,0,17722889.03,Property and Construction Sectors,0
1587204,2003,60,65,60,58,58,60,0,17724742.9,Trade,0
1558166,2005,65,50,65,65,65,65,0,17765269.87,Trade,0
